LipidMolec,ClassKey,FAKey,CalcMass,BaseRt,TotalGrade,TotalSmpIDRate(%),MeanArea[s1],MeanArea[s2],MeanArea[s3],MeanArea[s4],MeanArea[s5],MeanArea[s6],MeanArea[s7],MeanArea[s8],MeanArea[s9],MeanArea[s10],MeanArea[s11],MeanArea[s12]
PC(O-13:1_22:5),PC,(O-13:1_22:5),749.5359,19.3286,B,7.69,24600,210000,135000,76100,26700,749000,86000,127000,465454.5455,465276.3636,411795.8182,465410
PC(O-13:1_22:6),PC,(O-13:1_22:6),747.5203,17.9568,C,7.69,14400,12900,11200,12600,8400,4280,1440,24100,458181.8182,458003.6364,482450.3636,458137.2727
PC(O-13:1_22:6),PC,(O-13:1_22:6),747.5203,18.4054,B,15.38,1160000,1670000,1490000,1330000,2070000,1860000,1220000,2490000,810909.0909,810730.9091,3938159.455,810864.5455
PC(O-13:1_22:6),PC,(O-13:1_22:6),747.5203,18.4345,B,38.46,1160000,1670000,1490000,1330000,2070000,1860000,1220000,2490000,810909.0909,810730.9091,3938159.455,810864.5455
PC(O-13:1_22:6),PC,(O-13:1_22:6),747.5203,18.6515,B,7.69,1180000,1340000,1140000,1290000,1250000,1210000,804000,1390000,4690909.091,4690730.909,9723614,4690864.545
PC(O-14:0_22:4),PC,(O-14:0_22:4),767.5829,19.9349,C,7.69,34000,95300,70600,42700,124000,61900,74600,113000,38181.81818,38003.63636,119432.1818,38137.27273
PC(O-14:1_18:1),PC,(O-14:1_18:1),715.5516,21.9295,C,7.69,563,997,6850,9880,306000,584000,412000,575000,0,#VALUE!,#VALUE!,#VALUE!
PC(O-15:1_18:1),PC,(O-15:1_18:1),729.5672,26.4694,C,7.69,479000,664000,612000,831000,286000,487000,388000,274000,1927272.727,1927094.545,2103614,1927228.182
PC(O-15:1_18:2),PC,(O-15:1_18:2),727.5516,23.0544,C,7.69,28800,91200,78700,13300,10600,89100,57600,47300,145454.5455,145276.3636,338159.4545,145410
PC(O-15:1_22:6),PC,(O-15:1_22:6),775.5516,21.7205,C,61.54,423000,398000,541000,341000,424000,499000,491000,552000,2400000,2399821.818,3634523.091,2399955.455
PC(O-15:2_22:6),PC,(O-15:2_22:6),773.5359,17.4108,C,7.69,1470,3010,4630,8760,790,4160,1760,1.45E-06,43090.90909,42912.72727,57159.45455,43046.36364
PC(O-15:2_22:6),PC,(O-15:2_22:6),773.5359,18.6747,C,7.69,880000,1190000,1080000,1210000,981000,661000,488000,1090000,1678181.818,1678003.636,3661795.818,1678137.273
PC(O-16:0_18:2),PC,(O-16:0_18:2),743.5829,19.7965,C,7.69,471000,573000,663000,619000,1230000,952000,786000,1400000,2200000,2199821.818,3279977.636,2199955.455
PC(O-16:0_18:2),PC,(O-16:0_18:2),743.5829,21.873,C,7.69,5250,17500,27000,8480,14100,16900,12200,15000,256.3636364,78.18181818,62852.18182,211.8181818
PC(O-16:0_18:2),PC,(O-16:0_18:2),743.5829,22.0084,C,7.69,13600,16900,14400,4070,21500,19100,11200,27200,76363.63636,76185.45455,98977.63636,76319.09091
PC(O-16:1_18:2),PC,(O-16:1_18:2),741.5672,18.6674,C,7.69,27700,17,22.5,14.2,27.7,18.4,40.5,44.3,196363.6364,196185.4545,196412.3636,196319.0909
PC(O-16:2_18:2),PC,(O-16:2_18:2),739.5516,16.5473,C,7.69,2040,32.8,1430,2610,2620,3440,51.7,5380,9236.363636,9058.181818,21214,9191.818182
PC(O-17:1_22:6),PC,(O-17:1_22:6),803.5829,25.8705,C,7.69,21100,17200,18500,26700,12300,23300,16400,15800,97818.18182,97640,123504.9091,97773.63636
PC(O-17:3_20:4),PC,(O-17:3_20:4),775.5516,19.954,C,7.69,9110,11800,5060,12500,1.26,2470,837,6170,109818.1818,109640,137995.8182,109773.6364
PC(O-18:3_18:0),PC,(O-18:3_18:0),769.5985,21.914,C,15.38,40500,51800,38000,52600,33000,25800,31600,32100,207272.7273,207094.5455,277432.1818,207228.1818
PC(O-18:3_18:0),PC,(O-18:3_18:0),769.5985,22.6725,C,15.38,20300,32600,21500,25500,94400,82300,70100,104000,149818.1818,149640,241432.1818,149773.6364
PC(O-18:3_18:0),PC,(O-18:3_18:0),769.5985,22.7352,C,7.69,20300,27300,21500,25000,94400,82300,70100,104000,149818.1818,149640,241432.1818,149773.6364
PC(O-18:4_18:0),PC,(O-18:4_18:0),767.5829,17.6855,C,7.69,3350,10100,8940,7120,25.3,10800,3840,19500,31454.54545,31276.36364,29632.18182,31410
PC(O-18:4_18:1),PC,(O-18:4_18:1),765.5672,18.2326,C,7.69,0.0178,0.176,0.23,0.0254,5640,0.803,88.8,5700,110181.8182,110003.6364,108072.3636,110137.2727
PC(O-20:5_16:0),PC,(O-20:5_16:0),765.5672,16.6417,C,7.69,1650,3.12,3820,0,18400,5670,3110,28700,75454.54545,75276.36364,83668.54545,75410
PC(O-20:5_18:0),PC,(O-20:5_18:0),793.5985,19.8941,C,7.69,45700,49900,65200,36300,23900,32900,41100,121000,140000,139821.8182,164341.2727,139955.4545
PC(O-20:5_18:1),PC,(O-20:5_18:1),791.5829,17.1771,C,38.46,9210,32600,57900,4220,28600,29800,15400,82500,144363.6364,144185.4545,261486.7273,144319.0909
PC(O-20:6_16:0),PC,(O-20:6_16:0),763.5516,16.9225,C,7.69,,,,,,,,,41454.54545,41276.36364,71977.63636,#VALUE!
PC(O-20:6_18:0),PC,(O-20:6_18:0),791.5829,17.8334,C,7.69,2330,0.401,4520,19.7,2.05,0.0133,0.222,4.48,22727.27273,22549.09091,22745.85455,22682.72727
PC(O-20:6_18:1),PC,(O-20:6_18:1),789.5672,16.8626,C,7.69,6110,15600,5380,7470,31700,17000,13400,42000,103272.7273,103094.5455,134977.6364,103228.1818
PC(O-28:2_19:1),PC,(O-28:2_19:1),923.7707,37.9098,C,7.69,122,25.4,8.31,997000,,,,0.404,35.81818182,142.3636364,168,8.727272727
PC(P-13:1_20:4),PC,(P-13:1_20:4),721.5046,18.0193,C,7.69,0.448,0.142,0.00547,0.177,33900,14000,9950,77300,49090.90909,48912.72727,89595.81818,49046.36364
PC(P-13:1_22:6),PC,(P-13:1_22:6),745.5046,16.2772,C,7.69,5570,3930,4870,5710,6640,4470,2450,6870,40909.09091,40730.90909,46904.90909,40864.54545
PC(P-15:2_18:0),PC,(P-15:2_18:0),727.5516,22.466,C,7.69,630000,737000,681000,743000,338000,557000,368000,284000,2909090.909,2908912.727,4041795.818,2909046.364
PC(P-15:2_18:1),PC,(P-15:2_18:1),725.5359,20.0644,C,7.69,211000,294000,224000,143000,442000,440000,315000,501000,672727.2727,672549.0909,1265432.182,672682.7273
PC(P-15:2_22:6),PC,(P-15:2_22:6),771.5203,16.6246,C,7.69,3.27,5.07,39500,10900,48400,22300,33400,68800,144363.6364,144185.4545,269432.1818,144319.0909
PC(P-15:2_22:6),PC,(P-15:2_22:6),771.5203,16.7134,C,23.08,36000,58300,44400,47100,55200,50600,14400,75000,144363.6364,144185.4545,263432.1818,144319.0909
PC(P-18:4_18:0),PC,(P-18:4_18:0),765.5672,18.6982,C,7.69,450000,683000,554000,409000,1380000,767000,606000,1690000,2036363.636,2036185.455,3556341.273,2036319.091
PC(P-18:4_18:0),PC,(P-18:4_18:0),765.5672,18.7718,C,7.69,232000,20100,71900,850,1730000,355,357000,57400,323636.3636,323458.1818,414523.0909,323591.8182
PC(P-18:4_18:0),PC,(P-18:4_18:0),765.5672,18.9762,C,7.69,606,20200,71900,850,54800,379,371,247000,425454.5455,425276.3636,1260014,425410
PC(P-18:4_18:1),PC,(P-18:4_18:1),763.5516,16.807,C,7.69,,,,,,,,,23454.54545,23276.36364,26159.45455,#VALUE!
PE(15:0_18:1)+D7:(s),PE,(15:0_18:1)+D7:(s),710.5591,18.7552,B,76.92,77600,88500,113000,80700,89600,108000,91700,88300,163272.7273,163094.5455,274159.4545,163228.1818
PE(15:0_18:2),PE,(15:0_18:2),701.4996,16.7046,B,7.69,1380,1330,,0,8450,11300,5380,26200,0,#VALUE!,#VALUE!,#VALUE!
PE(16:0_16:0),PE,(16:0_16:0),691.5152,20.1858,A,7.69,23800,23800,26600,24600,17700,11100,11800,17300,57090.90909,56912.72727,102159.4545,57046.36364
PE(16:0_18:1),PE,(16:0_18:1),717.5309,20.098,A,7.69,6090,37.5,12.2,57.4,3370,923,749,2900,98181.81818,98003.63636,99695.81818,98137.27273
PE(16:0_18:1),PE,(16:0_18:1),717.5309,20.4703,A,30.77,328000,366000,352000,378000,1420000,935000,853000,1940000,1963636.364,1963458.182,3301795.818,1963591.818
PE(16:0_18:1),PE,(16:0_18:1),717.5309,20.5709,A,23.08,328000,366000,352000,378000,1420000,935000,786000,1940000,1963636.364,1963458.182,3301795.818,1963591.818
PE(16:0_18:2),PE,(16:0_18:2),715.5152,18.1126,A,76.92,1270000,1580000,1240000,1400000,10400000,11400000,9350000,17700000,11400000,11399821.82,20563614,11399955.45
PE(16:0_18:2),PE,(16:0_18:2),715.5152,18.5643,A,15.38,197000,169000,128000,160000,207000,516000,342000,962000,76909.09091,76730.90909,164159.4545,76864.54545
PE(16:0_20:4),PE,(16:0_20:4),739.5152,17.7834,A,46.15,354000,473000,517000,400000,4830000,4030000,3460000,6270000,4563636.364,4563458.182,7358159.455,4563591.818
PE(16:0_20:4),PE,(16:0_20:4),739.5152,17.8257,A,15.38,354000,473000,517000,400000,4830000,4510000,3460000,6270000,4563636.364,4563458.182,7358159.455,4563591.818
PE(16:0_20:4),PE,(16:0_20:4),739.5152,17.9128,A,15.38,187000,257000,371000,385000,1480000,2950000,2810000,1670000,3363636.364,3363458.182,4412704.909,3363591.818
PE(16:0_20:5),PE,(16:0_20:5),737.4996,16.2777,A,7.69,18900,35800,23400,31700,94500,108000,96600,124000,225454.5455,225276.3636,337977.6364,225410
PE(16:0_22:6),PE,(16:0_22:6),763.5152,17.238,A,23.08,878000,1190000,945000,962000,1930000,1140000,934000,2160000,4181818.182,4181640,5941795.818,4181773.636
PE(16:1_18:2),PE,(16:1_18:2),713.4996,16.0027,B,61.54,97700,95900,92800,116000,150000,112000,78900,197000,385454.5455,385276.3636,613068.5455,385410
PE(16:1_20:4),PE,(16:1_20:4),737.4996,18.2123,B,76.92,146000,189000,151000,162000,1680000,1190000,1010000,1580000,445454.5455,445276.3636,681795.8182,445410
PE(16:1_22:6),PE,(16:1_22:6),761.4996,15.1979,A,15.38,42200,36900,42700,38400,18000,13400,6740,17900,124727.2727,124549.0909,167977.6364,124682.7273
PE(17:0_18:2),PE,(17:0_18:2),729.5309,19.6532,B,23.08,17700,72500,78900,60300,572000,592000,640000,726000,545454.5455,545276.3636,829795.8182,545410
PE(17:0_18:2),PE,(17:0_18:2),729.5309,19.7078,A,23.08,55000,81800,78900,60300,1130000,592000,640000,1040000,545454.5455,545276.3636,1090886.727,545410
PE(17:0_18:2),PE,(17:0_18:2),729.5309,19.765,A,46.15,55000,89800,78900,67300,1130000,592000,640000,1040000,1081818.182,1081640,1627250.364,1081773.636
PE(17:0_22:6),PE,(17:0_22:6),777.5309,18.5931,A,30.77,70900,114000,111000,88700,226000,144000,141000,92100,183636.3636,183458.1818,401432.1818,183591.8182
PE(17:1_18:2),PE,(17:1_18:2),727.5152,16.8757,C,7.69,8640,9620,,7750,12300,2260,2290,6060,0,#VALUE!,#VALUE!,#VALUE!
PE(18:0_16:0),PE,(18:0_16:0),719.5465,23.8533,B,7.69,2200,6300,6980,5310,1440,1220,5140,3470,18727.27273,18549.09091,35304.90909,18682.72727
PE(18:0_18:1),PE,(18:0_18:1),745.5622,23.286,A,7.69,13.6,10.1,0.781,0.00712,2400,1630,621,3320,227272.7273,227094.5455,233061.2727,227228.1818
PE(18:0_18:1),PE,(18:0_18:1),745.5622,23.5149,A,7.69,7740,21300,12600,13700,17000,3630,5180,23600,529090.9091,528912.7273,588868.5455,529046.3636
PE(18:0_18:1),PE,(18:0_18:1),745.5622,23.933,A,7.69,20400,26500,18100,33000,40300,954,1290,5390,190909.0909,190730.9091,147868.5455,190864.5455
PE(18:0_18:1),PE,(18:0_18:1),745.5622,24.0084,A,7.69,80300,130000,157000,87200,1120000,250000,218000,320000,572727.2727,572549.0909,761795.8182,572682.7273
PE(18:0_18:1),PE,(18:0_18:1),745.5622,24.1491,A,53.85,313000,419000,422000,421000,1620000,917000,859000,1750000,2363636.364,2363458.182,4199977.636,2363591.818
PE(18:0_18:1),PE,(18:0_18:1),745.5622,24.2127,A,61.54,313000,419000,422000,421000,1780000,917000,859000,1750000,2363636.364,2363458.182,4199977.636,2363591.818
PE(18:0_18:1),PE,(18:0_18:1),745.5622,24.2621,A,30.77,90500,302000,226000,236000,165000,549000,404000,777000,1632727.273,1632549.091,1934523.091,1632682.727
PE(18:0_18:2),PE,(18:0_18:2),743.5465,21.3069,A,15.38,1050000,2510000,1340000,2480000,32600000,13500000,20100000,20400000,32727272.73,32727094.55,37727250.36,32727228.18
PE(18:0_18:2),PE,(18:0_18:2),743.5465,21.4018,A,61.54,1850000,2680000,2260000,2480000,32600000,22800000,20100000,22600000,32727272.73,32727094.55,49599977.64,32727228.18
PE(18:0_18:2),PE,(18:0_18:2),743.5465,21.4693,A,15.38,803000,169000,921000,1070000,24400000,9280000,11700000,23900000,5763636.364,5763458.182,9127250.364,5763591.818
PE(18:0_20:3),PE,(18:0_20:3),769.5622,22.3017,A,23.08,73100,73300,79100,71900,162000,76800,58600,147000,556363.6364,556185.4545,785614,556319.0909
PE(18:0_20:4),PE,(18:0_20:4),767.5465,20.8937,A,46.15,2300000,2930000,3130000,2200000,23200000,25800000,11000000,31000000,22545454.55,22545276.36,38927250.36,22545410
PE(18:0_20:4),PE,(18:0_20:4),767.5465,20.96,A,53.85,2300000,2930000,3130000,2200000,23200000,25800000,21900000,31000000,22545454.55,22545276.36,34527250.36,22545410
PE(18:0_20:4),PE,(18:0_20:4),767.5465,21.4949,A,7.69,39300,35300,48600,34600,264000,35700,292000,468000,574545.4545,574367.2727,471614,574500.9091
PE(18:0_20:5),PE,(18:0_20:5),765.5309,18.9029,A,7.69,94100,60500,89600,92900,116000,198000,97700,203000,365454.5455,365276.3636,656886.7273,365410
PE(18:0_20:5),PE,(18:0_20:5),765.5309,18.9677,A,15.38,217000,146000,288000,386000,655000,881000,823000,843000,1303636.364,1303458.182,2099977.636,1303591.818
PE(18:0_20:5),PE,(18:0_20:5),765.5309,19.0204,A,7.69,217000,146000,288000,386000,655000,881000,871000,843000,1407272.727,1407094.545,2947250.364,1407228.182
PE(18:0_20:5),PE,(18:0_20:5),765.5309,19.055,A,7.69,149000,203000,93000,21500,40500,733000,46500,471000,889090.9091,888912.7273,2194523.091,889046.3636
PE(18:0_22:4),PE,(18:0_22:4),795.5778,23.2845,A,7.69,30400,43300,49800,41200,36400,16100,12300,50000,290909.0909,290730.9091,539614,290864.5455
PE(18:0_22:5),PE,(18:0_22:5),793.5622,21.1393,A,7.69,389000,275000,401000,429000,600000,304000,570000,605000,829090.9091,828912.7273,1358159.455,829046.3636
PE(18:0_22:6),PE,(18:0_22:6),791.5465,19.0708,A,7.69,3580,6250,7370,8210,3510,1280,2880,670,1140000,1139821.818,1158886.727,1139955.455
PE(18:0_22:6),PE,(18:0_22:6),791.5465,20.1405,A,30.77,1300000,1650000,1710000,1720000,4240000,2770000,2800000,3690000,6036363.636,6036185.455,9818159.455,6036319.091
PE(18:0_22:6),PE,(18:0_22:6),791.5465,20.1921,A,46.15,1300000,1650000,1710000,1720000,4240000,2770000,2800000,3690000,6036363.636,6036185.455,9818159.455,6036319.091
PE(18:0_22:6),PE,(18:0_22:6),791.5465,20.4739,A,7.69,323000,312000,332000,116000,68500,806000,606000,1520000,1603636.364,1603458.182,1651650.364,1603591.818
PE(18:1_17:0),PE,(18:1_17:0),731.5465,22.245,B,15.38,11500,13400,10600,12700,77600,33400,33400,79500,111272.7273,111094.5455,164341.2727,111228.1818
PE(18:1_18:0),PE,(18:1_18:0),745.5622,23.8733,B,7.69,27000,53600,40800,27700,2370,340000,3250,9100,1287272.727,1287094.545,1264523.091,1287228.182
PE(18:1_18:1),PE,(18:1_18:1),743.5465,20.7207,A,38.46,150000,368000,243000,412000,1470000,688000,762000,1420000,6327272.727,6327094.545,6941795.818,6327228.182
PE(18:1_18:1),PE,(18:1_18:1),743.5465,20.8364,A,23.08,126000,368000,274000,412000,1470000,688000,762000,1420000,3090909.091,3090730.909,3098159.455,3090864.545
PE(18:1_18:1),PE,(18:1_18:1),743.5465,20.989,A,7.69,42300,22300,44200,13200,60000,73400,312000,139000,710909.0909,710730.9091,795614,710864.5455
PE(18:1_18:2),PE,(18:1_18:2),741.5309,18.4124,A,38.46,1060000,1560000,1160000,1300000,5840000,2850000,3480000,6330000,8309090.909,8308912.727,13018159.45,8309046.364
PE(18:1_18:2),PE,(18:1_18:2),741.5309,18.4706,A,69.23,1060000,1560000,1160000,1300000,5840000,2850000,3480000,6330000,8309090.909,8308912.727,13018159.45,8309046.364
PE(18:1_18:2),PE,(18:1_18:2),741.5309,18.7064,A,7.69,518000,782000,580000,690000,940000,897000,696000,944000,258181.8182,258003.6364,3587250.364,258137.2727
PE(18:1_20:4),PE,(18:1_20:4),765.5309,18.0614,A,7.69,472000,570000,592000,343000,1800000,1810000,1540000,2690000,1369090.909,1368912.727,2616341.273,1369046.364
PE(18:1_20:4),PE,(18:1_20:4),765.5309,18.0769,A,7.69,472000,570000,592000,343000,1800000,1810000,1540000,2690000,1369090.909,1368912.727,1936341.273,1369046.364
PE(18:1_22:6),PE,(18:1_22:6),789.5309,17.3005,A,7.69,501000,617000,552000,320000,579000,414000,353000,739000,1781818.182,1781640,2941795.818,1781773.636
PE(18:1_22:6),PE,(18:1_22:6),789.5309,17.3398,A,30.77,501000,617000,552000,504000,685000,414000,353000,739000,1781818.182,1781640,2941795.818,1781773.636
PE(18:1_22:6),PE,(18:1_22:6),789.5309,17.3964,A,30.77,501000,617000,552000,504000,253000,414000,353000,739000,1781818.182,1781640,3027250.364,1781773.636
PE(18:2_18:0),PE,(18:2_18:0),743.5465,22.1168,B,7.69,4330,6070,31.8,9800,61900,64300,51300,127000,156181.8182,156003.6364,333977.6364,156137.2727
PE(18:2_18:2),PE,(18:2_18:2),739.5152,16.472,A,69.23,188000,355000,216000,236000,519000,401000,428000,664000,1516363.636,1516185.455,2019977.636,1516319.091
PE(18:2_22:6),PE,(18:2_22:6),787.5152,15.6586,A,30.77,64500,109000,83900,100000,79500,78000,65900,90000,252727.2727,252549.0909,338523.0909,252682.7273
PE(18:3_18:2),PE,(18:3_18:2),737.4996,15.1009,B,23.08,19000,32000,19900,20700,18600,22800,20500,25800,131454.5455,131276.3636,156232.1818,131410
PE(18:3_20:4),PE,(18:3_20:4),761.4996,14.9882,C,7.69,0.108,0.822,1.04,0.123,1090,22600,3420,29.7,0,#VALUE!,#VALUE!,#VALUE!
PE(19:0_18:2),PE,(19:0_18:2),757.5622,23.2518,B,15.38,7220,23300,27000,30600,86300,55500,56800,197000,187272.7273,187094.5455,158995.8182,187228.1818
PE(19:0_18:2),PE,(19:0_18:2),757.5622,23.3162,A,7.69,21100,15700,27000,15500,86300,19400,26600,197000,150181.8182,150003.6364,142086.7273,150137.2727
PE(19:0_20:4),PE,(19:0_20:4),781.5622,22.7871,A,7.69,9510,9490,12800,11300,68000,47800,63900,84300,124545.4545,124367.2727,220159.4545,124500.9091
PE(20:3_18:0),PE,(20:3_18:0),769.5622,22.1751,B,7.69,9110,19200,13800,13200,5560,4060,13000,5990,104727.2727,104549.0909,162304.9091,104682.7273
PE(20:3_18:0),PE,(20:3_18:0),769.5622,22.2459,B,15.38,73100,53000,79100,71900,162000,110000,92300,147000,556363.6364,556185.4545,779614,556319.0909
PE(20:4_16:1),PE,(20:4_16:1),737.4996,15.6863,B,23.08,25600,21300,27300,28400,38200,38300,21000,69000,185454.5455,185276.3636,258250.3636,185410
PE(20:4_17:0),PE,(20:4_17:0),753.5309,19.2112,B,30.77,31400,37700,16300,34500,230000,396000,368000,440000,376363.6364,376185.4545,925250.3636,376319.0909
PE(20:4_17:0),PE,(20:4_17:0),753.5309,19.2974,B,15.38,31400,37700,26000,34500,511000,396000,368000,635000,436363.6364,436185.4545,918523.0909,436319.0909
PE(20:4_18:0),PE,(20:4_18:0),767.5465,21.7886,B,7.69,7170,4580,10400,9370,68600,99600,47600,81000,65090.90909,64912.72727,138159.4545,65046.36364
PE(20:4_18:0),PE,(20:4_18:0),767.5465,24.1767,B,23.08,40700,28100,38400,32400,111000,37700,84300,100000,89454.54545,89276.36364,166886.7273,89410
PE(20:4_18:0),PE,(20:4_18:0),767.5465,24.2041,B,23.08,40700,28100,38400,32400,111000,37700,84300,100000,89454.54545,89276.36364,166886.7273,89410
PE(20:4_18:2),PE,(20:4_18:2),763.5152,16.1579,B,84.62,44700,62000,55600,45600,12700,112000,95600,140000,552727.2727,552549.0909,690523.0909,552682.7273
PE(20:4_19:0),PE,(20:4_19:0),781.5622,22.7015,B,7.69,8420,15900,20200,16100,37400,39500,16600,84300,101636.3636,101458.1818,207432.1818,101591.8182
PE(20:4_20:1),PE,(20:4_20:1),793.5622,21.0421,B,7.69,355000,275000,393000,404000,434000,483000,529000,605000,829090.9091,828912.7273,949068.5455,829046.3636
PE(20:5_16:0),PE,(20:5_16:0),737.4996,16.3415,B,7.69,25600,35800,23400,31700,94500,108000,96600,124000,225454.5455,225276.3636,337977.6364,225410
PE(20:5_18:1),PE,(20:5_18:1),763.5152,16.4959,B,15.38,32100,43100,30100,35000,51400,45500,52300,65300,300000,299821.8182,337250.3636,299955.4545
PE(20:5_18:2),PE,(20:5_18:2),761.4996,14.8542,B,7.69,3450,5710,5530,4440,5820,6690,6600,7850,60545.45455,60367.27273,70086.72727,60500.90909
PE(21:3_17:2),PE,(21:3_17:2),765.5309,21.402,B,53.85,234000,340000,235000,300000,3160000,2340000,1840000,1900000,1050909.091,1050730.909,979977.6364,1050864.545
PE(21:3_17:2),PE,(21:3_17:2),765.5309,21.4547,B,61.54,234000,340000,261000,300000,3160000,2340000,1600000,2860000,1050909.091,1050730.909,1238159.455,1050864.545
PE(22:6_16:0),PE,(22:6_16:0),763.5152,17.3013,B,7.69,690000,1040000,362000,852000,1600000,124000,384000,1400000,3000000,2999821.818,5076341.273,2999955.455
PE(22:6_16:1),PE,(22:6_16:1),761.4996,15.1181,B,7.69,31400,28100,4.47,8990,5090,9170,5990,4420,26545.45455,26367.27273,26777.63636,26500.90909
PE(22:6_20:3),PE,(22:6_20:3),813.5309,20.0354,B,7.69,121000,153000,81500,109000,56800,311000,163000,300000,60363.63636,60185.45455,95795.81818,60319.09091
PE(22:6_20:3),PE,(22:6_20:3),813.5309,20.1158,B,53.85,144000,196000,210000,204000,435000,367000,294000,409000,71272.72727,71094.54545,119250.3636,71228.18182
PE(22:7_18:0),PE,(22:7_18:0),789.5309,20.8534,B,7.69,274000,310000,354000,264000,755000,1660000,867000,1340000,15345.45455,15167.27273,174595.8182,15300.90909
PE(22:7_18:0),PE,(22:7_18:0),789.5309,20.9362,B,7.69,274000,310000,354000,264000,759000,1660000,1380000,1670000,15600,15421.81818,2850.363636,15555.45455
PE(22:7_18:1),PE,(22:7_18:1),787.5152,18.0091,B,7.69,57400,55200,58400,36900,189000,170000,166000,238000,41090.90909,40912.72727,81977.63636,41046.36364
PE(24:0_18:1),PE,(24:0_18:1),829.6561,35.9997,A,23.08,31500,64100,45000,61600,30700,62100,53900,33000,154363.6364,154185.4545,221795.8182,154319.0909
PE(O-16:1_20:2),PE,(O-16:1_20:2),727.5516,22.4529,B,7.69,350000,749000,681000,393000,334000,558000,366000,277000,2818181.818,2818003.636,3945432.182,2818137.273
PE(O-16:1_20:2),PE,(O-16:1_20:2),727.5516,22.5585,B,7.69,427000,749000,681000,393000,334000,558000,133000,108000,465454.5455,465276.3636,1592704.909,465410
PE(O-16:1_20:2),PE,(O-16:1_20:2),727.5516,23.2832,B,15.38,165000,234000,20700,223000,184000,270000,159000,244000,905454.5455,905276.3636,1385977.636,905410
PE(O-16:1_22:4),PE,(O-16:1_22:4),751.5516,21.4381,B,7.69,106000,100000,156000,104000,83700,82000,82300,154000,1000000,999821.8182,1255977.636,999955.4545
